"Site","countdate","d","m","Year","obshours","south","north","Date","Duration","count_per_hour","yday"
429,"2008-05-21",21,5,2008,"03:00:00",0,11,2008-05-21,3,3.66666666666667,142
159,"2008-05-04",4,5,2008,"02:00:00",1,0,2008-05-04,2,0.5,125
1,"2008-05-07",7,5,2008,"15:30:00",0,20,2008-05-07,15.5,1.29032258064516,128
159,"2008-04-25",25,4,2008,"02:30:00",0,62,2008-04-25,2.5,24.8,116
429,"2008-05-03",3,5,2008,"01:40:00",0,4,2008-05-03,1.66666666666667,2.4,124
429,"2008-05-24",24,5,2008,"03:00:00",0,5,2008-05-24,3,1.66666666666667,145
429,"2008-04-17",17,4,2008,"02:00:00",0,4,2008-04-17,2,2,108
1,"2008-05-12",12,5,2008,"07:00:00",0,8,2008-05-12,7,1.14285714285714,133
252,"2008-04-23",23,4,2008,"02:00:00",0,7,2008-04-23,2,3.5,114
429,"2008-05-18",18,5,2008,"04:00:00",0,53,2008-05-18,4,13.25,139
1,"2008-04-16",16,4,2008,"04:30:00",0,11,2008-04-16,4.5,2.44444444444444,107
252,"2008-05-07",7,5,2008,"02:00:00",0,5,2008-05-07,2,2.5,128
429,"2008-04-19",19,4,2008,"01:00:00",0,9,2008-04-19,1,9,110
1,"2008-04-28",28,4,2008,"05:00:00",0,1,2008-04-28,5,0.2,119
429,"2008-04-22",22,4,2008,"03:00:00",0,534,2008-04-22,3,178,113
97,"2008-05-19",19,5,2008,"02:00:00",0,1,2008-05-19,2,0.5,140
29,"2008-04-30",30,4,2008,"08:30:00",0,55,2008-04-30,8.5,6.47058823529412,121
97,"2008-05-03",3,5,2008,"01:30:00",1,0,2008-05-03,1.5,0.666666666666667,124
1,"2008-04-11",11,4,2008,"05:15:00",0,1,2008-04-11,5.25,0.19047619047619,102
71,"2008-05-12",12,5,2008,"03:00:00",0,2,2008-05-12,3,0.666666666666667,133
429,"2008-04-26",26,4,2008,"03:00:00",5,64,2008-04-26,3,23,117
159,"2008-05-17",17,5,2008,"01:00:00",0,7,2008-05-17,1,7,138
71,"2008-05-14",14,5,2008,"05:05:00",0,5,2008-05-14,5.08333333333333,0.983606557377049,135
429,"2008-05-05",5,5,2008,"02:35:00",7,3,2008-05-05,2.58333333333333,3.87096774193548,126
429,"2008-05-06",6,5,2008,"02:00:00",0,2,2008-05-06,2,1,127
71,"2008-05-07",7,5,2008,"05:00:00",0,1,2008-05-07,5,0.2,128
1,"2008-05-23",23,5,2008,"10:15:00",0,5,2008-05-23,10.25,0.48780487804878,144
71,"2008-05-18",18,5,2008,"02:00:00",0,20,2008-05-18,2,10,139
71,"2008-04-15",15,4,2008,"02:00:00",0,13,2008-04-15,2,6.5,106
429,"2008-04-25",25,4,2008,"03:00:00",0,135,2008-04-25,3,45,116
29,"2008-05-03",3,5,2008,"10:00:00",0,64,2008-05-03,10,6.4,124
429,"2008-05-13",13,5,2008,"03:00:00",0,28,2008-05-13,3,9.33333333333333,134
71,"2008-05-20",20,5,2008,"03:00:00",0,1,2008-05-20,3,0.333333333333333,141
429,"2008-05-04",4,5,2008,"04:40:00",0,32,2008-05-04,4.66666666666667,6.85714285714286,125
159,"2008-05-21",21,5,2008,"03:30:00",0,10,2008-05-21,3.5,2.85714285714286,142
429,"2008-04-23",23,4,2008,"04:35:00",0,35,2008-04-23,4.58333333333333,7.63636363636364,114
252,"2008-05-18",18,5,2008,"02:00:00",0,12,2008-05-18,2,6,139
97,"2008-05-17",17,5,2008,"01:30:00",0,4,2008-05-17,1.5,2.66666666666667,138
1,"2008-05-09",9,5,2008,"15:15:00",0,5,2008-05-09,15.25,0.327868852459016,130
1,"2008-04-20",20,4,2008,"14:15:00",0,37,2008-04-20,14.25,2.59649122807018,111
429,"2008-05-02",2,5,2008,"03:00:00",7,27,2008-05-02,3,11.3333333333333,123
1,"2008-04-27",27,4,2008,"13:30:00",0,4,2008-04-27,13.5,0.296296296296296,118
1,"2008-05-03",3,5,2008,"15:30:00",0,50,2008-05-03,15.5,3.2258064516129,124
29,"2008-05-15",15,5,2008,"05:00:00",0,5,2008-05-15,5,1,136
429,"2008-05-14",14,5,2008,"02:00:00",0,2,2008-05-14,2,1,135
429,"2008-05-12",12,5,2008,"05:00:00",0,40,2008-05-12,5,8,133
159,"2008-04-20",20,4,2008,"02:00:00",0,7,2008-04-20,2,3.5,111
29,"2008-04-20",20,4,2008,"05:00:00",0,56,2008-04-20,5,11.2,111
29,"2008-05-09",9,5,2008,"09:30:00",0,20,2008-05-09,9.5,2.10526315789474,130
159,"2008-05-09",9,5,2008,"01:00:00",0,7,2008-05-09,1,7,130
1,"2008-04-18",18,4,2008,"13:30:00",0,22,2008-04-18,13.5,1.62962962962963,109
252,"2008-05-05",5,5,2008,"01:00:00",0,12,2008-05-05,1,12,126
1,"2008-05-21",21,5,2008,"04:30:00",0,1,2008-05-21,4.5,0.222222222222222,142
71,"2008-04-22",22,4,2008,"06:00:00",0,2,2008-04-22,6,0.333333333333333,113
429,"2008-04-13",13,4,2008,"01:00:00",1,0,2008-04-13,1,1,104
1,"2008-04-30",30,4,2008,"14:15:00",0,8,2008-04-30,14.25,0.56140350877193,121
429,"2008-05-10",10,5,2008,"01:00:00",0,1,2008-05-10,1,1,131
97,"2008-05-15",15,5,2008,"01:00:00",0,3,2008-05-15,1,3,136
429,"2008-04-21",21,4,2008,"03:00:00",0,26,2008-04-21,3,8.66666666666667,112
1,"2008-05-01",1,5,2008,"05:00:00",0,1,2008-05-01,5,0.2,122
71,"2008-05-13",13,5,2008,"05:30:00",0,1,2008-05-13,5.5,0.181818181818182,134
159,"2008-04-16",16,4,2008,"02:30:00",0,16,2008-04-16,2.5,6.4,107
429,"2008-05-20",20,5,2008,"03:00:00",0,5,2008-05-20,3,1.66666666666667,141
1,"2008-05-08",8,5,2008,"16:00:00",0,19,2008-05-08,16,1.1875,129
97,"2008-04-20",20,4,2008,"04:00:00",0,5,2008-04-20,4,1.25,111
1,"2008-05-17",17,5,2008,"08:30:00",0,45,2008-05-17,8.5,5.29411764705882,138
71,"2009-04-24",24,4,2009,"02:00:00",0,7,2009-04-24,2,3.5,114
29,"2009-04-25",25,4,2009,"06:00:00",0,24,2009-04-25,6,4,115
159,"2009-04-25",25,4,2009,"03:00:00",0,31,2009-04-25,3,10.3333333333333,115
429,"2009-04-16",16,4,2009,"01:00:00",0,1,2009-04-16,1,1,106
429,"2009-04-15",15,4,2009,"01:00:00",0,4,2009-04-15,1,4,105
29,"2009-05-04",4,5,2009,"05:00:00",0,45,2009-05-04,5,9,124
429,"2009-04-29",29,4,2009,"02:00:00",0,3,2009-04-29,2,1.5,119
1,"2009-05-13",13,5,2009,"12:00:00",0,54,2009-05-13,12,4.5,133
159,"2009-04-19",19,4,2009,"02:00:00",0,8,2009-04-19,2,4,109
1,"2009-05-12",12,5,2009,"09:00:00",0,32,2009-05-12,9,3.55555555555556,132
29,"2009-04-19",19,4,2009,"01:00:00",0,1,2009-04-19,1,1,109
97,"2009-04-20",20,4,2009,"01:00:00",0,1,2009-04-20,1,1,110
97,"2009-05-02",2,5,2009,"01:00:00",0,1,2009-05-02,1,1,122
71,"2009-04-23",23,4,2009,"02:00:00",0,6,2009-04-23,2,3,113
252,"2009-04-24",24,4,2009,"03:00:00",0,7,2009-04-24,3,2.33333333333333,114
429,"2009-04-30",30,4,2009,"02:00:00",0,13,2009-04-30,2,6.5,120
159,"2009-04-22",22,4,2009,"04:00:00",0,228,2009-04-22,4,57,112
29,"2009-05-24",24,5,2009,"01:00:00",0,3,2009-05-24,1,3,144
252,"2009-05-11",11,5,2009,"01:00:00",0,2,2009-05-11,1,2,131
29,"2009-05-01",1,5,2009,"08:00:00",0,808,2009-05-01,8,101,121
159,"2009-05-01",1,5,2009,"03:00:00",0,41,2009-05-01,3,13.6666666666667,121
29,"2009-05-10",10,5,2009,"03:30:00",0,34,2009-05-10,3.5,9.71428571428571,130
159,"2009-05-10",10,5,2009,"01:00:00",0,37,2009-05-10,1,37,130
29,"2009-04-12",12,4,2009,"01:00:00",0,5,2009-04-12,1,5,102
97,"2009-04-25",25,4,2009,"01:00:00",0,3,2009-04-25,1,3,115
429,"2009-05-16",16,5,2009,"01:00:00",0,7,2009-05-16,1,7,136
97,"2009-04-19",19,4,2009,"01:00:00",0,1,2009-04-19,1,1,109
29,"2009-05-02",2,5,2009,"06:00:00",0,123,2009-05-02,6,20.5,122
97,"2009-04-13",13,4,2009,"01:00:00",0,4,2009-04-13,1,4,103
71,"2009-05-11",11,5,2009,"01:00:00",0,1,2009-05-11,1,1,131
1,"2009-05-14",14,5,2009,"07:00:00",0,19,2009-05-14,7,2.71428571428571,134
29,"2009-05-05",5,5,2009,"06:00:00",0,28,2009-05-05,6,4.66666666666667,125
159,"2009-05-05",5,5,2009,"02:30:00",0,203,2009-05-05,2.5,81.2,125
429,"2009-05-09",9,5,2009,"01:00:00",0,1,2009-05-09,1,1,129
429,"2009-04-23",23,4,2009,"01:00:00",0,23,2009-04-23,1,23,113
429,"2009-05-15",15,5,2009,"01:00:00",0,10,2009-05-15,1,10,135
29,"2009-04-18",18,4,2009,"07:30:00",0,34,2009-04-18,7.5,4.53333333333333,108
1,"2009-05-01",1,5,2009,"05:00:00",0,85,2009-05-01,5,17,121
159,"2009-04-18",18,4,2009,"02:00:00",0,5,2009-04-18,2,2.5,108
429,"2009-05-06",6,5,2009,"05:00:00",0,36,2009-05-06,5,7.2,126
29,"2009-05-14",14,5,2009,"03:00:00",0,88,2009-05-14,3,29.3333333333333,134
252,"2009-04-15",15,4,2009,"01:00:00",0,4,2009-04-15,1,4,105
1,"2009-05-02",2,5,2009,"01:00:00",0,4,2009-05-02,1,4,122
429,"2009-05-21",21,5,2009,"01:00:00",0,4,2009-05-21,1,4,141
97,"2009-05-13",13,5,2009,"01:00:00",0,1,2009-05-13,1,1,133
97,"2009-05-12",12,5,2009,"01:00:00",0,7,2009-05-12,1,7,132
429,"2009-04-24",24,4,2009,"02:00:00",0,8,2009-04-24,2,4,114
97,"2009-05-05",5,5,2009,"01:00:00",0,1,2009-05-05,1,1,125
1,"2009-04-25",25,4,2009,"02:00:00",0,18,2009-04-25,2,9,115
429,"2009-05-11",11,5,2009,"03:00:00",0,24,2009-05-11,3,8,131
97,"2009-04-18",18,4,2009,"01:00:00",0,3,2009-04-18,1,3,108
429,"2009-04-26",26,4,2009,"02:00:00",0,15,2009-04-26,2,7.5,116
429,"2009-05-03",3,5,2009,"01:00:00",0,11,2009-05-03,1,11,123
97,"2009-05-14",14,5,2009,"02:00:00",0,5,2009-05-14,2,2.5,134
1,"2009-04-10",10,4,2009,"01:00:00",0,24,2009-04-10,1,24,100
71,"2009-05-13",13,5,2009,"01:00:00",0,1,2009-05-13,1,1,133
1,"2009-05-04",4,5,2009,"02:00:00",0,6,2009-05-04,2,3,124
29,"2009-04-30",30,4,2009,"06:00:00",0,170,2009-04-30,6,28.3333333333333,120
29,"2009-05-13",13,5,2009,"08:25:00",0,156,2009-05-13,8.41666666666667,18.5346534653465,133
159,"2009-05-13",13,5,2009,"03:30:00",0,49,2009-05-13,3.5,14,133
429,"2009-05-24",24,5,2009,"01:00:00",0,1,2009-05-24,1,1,144
1,"2009-04-19",19,4,2009,"04:15:00",0,11,2009-04-19,4.25,2.58823529411765,109
159,"2009-05-12",12,5,2009,"01:00:00",0,6,2009-05-12,1,6,132
71,"2009-05-12",12,5,2009,"01:00:00",0,2,2009-05-12,1,2,132
429,"2009-05-01",1,5,2009,"06:00:00",0,99,2009-05-01,6,16.5,121
159,"2009-04-24",24,4,2009,"02:00:00",0,24,2009-04-24,2,12,114
429,"2009-05-14",14,5,2009,"04:00:00",0,76,2009-05-14,4,19,134
159,"2009-05-06",6,5,2009,"02:00:00",0,38,2009-05-06,2,19,126
29,"2009-05-06",6,5,2009,"04:00:00",0,37,2009-05-06,4,9.25,126
97,"2009-05-03",3,5,2009,"01:00:00",1,0,2009-05-03,1,1,123
429,"2009-05-23",23,5,2009,"01:00:00",0,4,2009-05-23,1,4,143
429,"2009-04-18",18,4,2009,"04:00:00",0,20,2009-04-18,4,5,108
1,"2009-04-30",30,4,2009,"10:15:00",0,63,2009-04-30,10.25,6.14634146341463,120
97,"2009-04-17",17,4,2009,"01:00:00",0,2,2009-04-17,1,2,107
97,"2009-04-26",26,4,2009,"01:00:00",0,2,2009-04-26,1,2,116
71,"2009-04-19",19,4,2009,"02:00:00",0,2,2009-04-19,2,1,109
429,"2009-05-05",5,5,2009,"04:00:00",0,149,2009-05-05,4,37.25,125
29,"2009-05-09",9,5,2009,"01:00:00",0,0,2009-05-09,1,0,129
29,"2009-04-23",23,4,2009,"05:00:00",0,142,2009-04-23,5,28.4,113
29,"2009-05-07",7,5,2009,"01:00:00",0,8,2009-05-07,1,8,127
1,"2009-04-29",29,4,2009,"01:00:00",0,6,2009-04-29,1,6,119
429,"2009-05-13",13,5,2009,"05:00:00",0,190,2009-05-13,5,38,133
429,"2009-05-12",12,5,2009,"03:30:00",0,41,2009-05-12,3.5,11.7142857142857,132
71,"2009-04-22",22,4,2009,"06:00:00",0,238,2009-04-22,6,39.6666666666667,112
252,"2009-05-02",2,5,2009,"01:00:00",0,47,2009-05-02,1,47,122
1,"2009-04-15",15,4,2009,"05:30:00",0,6,2009-04-15,5.5,1.09090909090909,105
29,"2009-05-03",3,5,2009,"03:00:00",0,6,2009-05-03,3,2,123
159,"2009-05-03",3,5,2009,"02:00:00",0,5,2009-05-03,2,2.5,123
71,"2009-05-10",10,5,2009,"01:30:00",0,8,2009-05-10,1.5,5.33333333333333,130
252,"2009-05-10",10,5,2009,"01:00:00",0,1,2009-05-10,1,1,130
159,"2009-04-26",26,4,2009,"02:30:00",3,59,2009-04-26,2.5,24.8,116
71,"2009-04-20",20,4,2009,"01:00:00",0,2,2009-04-20,1,2,110
1,"2009-05-03",3,5,2009,"01:30:00",0,15,2009-05-03,1.5,10,123
159,"2009-04-15",15,4,2009,"01:00:00",0,2,2009-04-15,1,2,105
29,"2009-04-29",29,4,2009,"01:00:00",0,2,2009-04-29,1,2,119
429,"2009-05-04",4,5,2009,"01:00:00",0,9,2009-05-04,1,9,124
252,"2009-05-14",14,5,2009,"02:00:00",0,40,2009-05-14,2,20,134
429,"2009-04-19",19,4,2009,"02:00:00",0,71,2009-04-19,2,35.5,109
71,"2009-05-14",14,5,2009,"01:00:00",0,1,2009-05-14,1,1,134
1,"2009-05-11",11,5,2009,"10:00:00",0,59,2009-05-11,10,5.9,131
252,"2009-04-18",18,4,2009,"01:00:00",0,2,2009-04-18,1,2,108
429,"2009-04-25",25,4,2009,"03:00:00",0,16,2009-04-25,3,5.33333333333333,115
1,"2009-04-26",26,4,2009,"01:00:00",0,1,2009-04-26,1,1,116
1,"2009-05-22",22,5,2009,"02:00:00",0,1,2009-05-22,2,0.5,142
429,"2009-05-02",2,5,2009,"03:00:00",0,249,2009-05-02,3,83,122
252,"2009-05-12",12,5,2009,"04:00:00",0,7,2009-05-12,4,1.75,132
1,"2009-05-06",6,5,2009,"01:00:00",1,4,2009-05-06,1,5,126
1,"2009-04-24",24,4,2009,"08:00:00",0,46,2009-04-24,8,5.75,114
1,"2009-05-15",15,5,2009,"01:00:00",0,5,2009-05-15,1,5,135
429,"2009-05-10",10,5,2009,"04:30:00",0,99,2009-05-10,4.5,22,130
1,"2009-05-07",7,5,2009,"00:15:00",0,2,2009-05-07,0.25,8,127
1,"2009-05-08",8,5,2009,"01:00:00",0,1,2009-05-08,1,1,128
97,"2010-05-11",11,5,2010,"02:00:00",0,9,2010-05-11,2,4.5,131
1,"2010-05-09",9,5,2010,"03:30:00",0,44,2010-05-09,3.5,12.5714285714286,129
29,"2010-04-15",15,4,2010,"01:00:00",0,1,2010-04-15,1,1,105
429,"2010-04-22",22,4,2010,"02:00:00",0,172,2010-04-22,2,86,112
429,"2010-05-04",4,5,2010,"06:25:00",0,499,2010-05-04,6.41666666666667,77.7662337662338,124
97,"2010-04-16",16,4,2010,"02:00:00",0,21,2010-04-16,2,10.5,106
71,"2010-04-21",21,4,2010,"01:00:00",0,1,2010-04-21,1,1,111
159,"2010-05-13",13,5,2010,"03:30:00",0,558,2010-05-13,3.5,159.428571428571,133
29,"2010-05-13",13,5,2010,"08:00:00",0,235,2010-05-13,8,29.375,133
159,"2010-04-25",25,4,2010,"02:00:00",0,3,2010-04-25,2,1.5,115
29,"2010-04-25",25,4,2010,"01:00:00",0,4,2010-04-25,1,4,115
159,"2010-05-07",7,5,2010,"01:30:00",0,126,2010-05-07,1.5,84,127
252,"2010-04-23",23,4,2010,"01:00:00",0,1,2010-04-23,1,1,113
159,"2010-04-18",18,4,2010,"01:00:00",0,1,2010-04-18,1,1,108
429,"2010-05-22",22,5,2010,"02:00:00",0,3,2010-05-22,2,1.5,142
159,"2010-05-14",14,5,2010,"02:00:00",0,124,2010-05-14,2,62,134
429,"2010-04-19",19,4,2010,"03:00:00",0,10,2010-04-19,3,3.33333333333333,109
252,"2010-05-02",2,5,2010,"03:00:00",0,33,2010-05-02,3,11,122
29,"2010-04-10",10,4,2010,"02:00:00",0,2,2010-04-10,2,1,100
159,"2010-04-24",24,4,2010,"03:30:00",0,109,2010-04-24,3.5,31.1428571428571,114
29,"2010-04-24",24,4,2010,"06:00:00",0,70,2010-04-24,6,11.6666666666667,114
159,"2010-04-10",10,4,2010,"01:00:00",0,6,2010-04-10,1,6,100
29,"2010-04-16",16,4,2010,"05:00:00",0,25,2010-04-16,5,5,106
71,"2010-05-10",10,5,2010,"00:45:00",0,8,2010-05-10,0.75,10.6666666666667,130
429,"2010-04-20",20,4,2010,"02:00:00",0,3,2010-04-20,2,1.5,110
1,"2010-05-06",6,5,2010,"03:30:00",0,8,2010-05-06,3.5,2.28571428571429,126
97,"2010-04-25",25,4,2010,"01:00:00",0,3,2010-04-25,1,3,115
429,"2010-04-27",27,4,2010,"01:00:00",0,5,2010-04-27,1,5,117
97,"2010-05-07",7,5,2010,"01:30:00",0,7,2010-05-07,1.5,4.66666666666667,127
159,"2010-05-06",6,5,2010,"02:00:00",0,150,2010-05-06,2,75,126
429,"2010-04-30",30,4,2010,"01:00:00",0,6,2010-04-30,1,6,120
1,"2010-04-24",24,4,2010,"07:00:00",0,118,2010-04-24,7,16.8571428571429,114
1,"2010-05-11",11,5,2010,"02:30:00",0,10,2010-05-11,2.5,4,131
97,"2010-05-09",9,5,2010,"02:30:00",0,7,2010-05-09,2.5,2.8,129
252,"2010-05-04",4,5,2010,"02:00:00",0,100,2010-05-04,2,50,124
429,"2010-04-23",23,4,2010,"01:00:00",0,1,2010-04-23,1,1,113
71,"2010-05-04",4,5,2010,"05:00:00",0,457,2010-05-04,5,91.4,124
71,"2010-04-22",22,4,2010,"02:20:00",0,50,2010-04-22,2.33333333333333,21.4285714285714,112
97,"2010-05-05",5,5,2010,"02:30:00",0,164,2010-05-05,2.5,65.6,125
29,"2010-05-08",8,5,2010,"10:00:00",0,645,2010-05-08,10,64.5,128
97,"2010-04-12",12,4,2010,"01:00:00",0,1,2010-04-12,1,1,102
97,"2010-05-06",6,5,2010,"01:30:00",0,18,2010-05-06,1.5,12,126
429,"2010-05-02",2,5,2010,"03:00:00",0,49,2010-05-02,3,16.3333333333333,122
429,"2010-05-16",16,5,2010,"04:00:00",0,29,2010-05-16,4,7.25,136
29,"2010-04-29",29,4,2010,"01:00:00",0,41,2010-04-29,1,41,119
97,"2010-05-17",17,5,2010,"01:00:00",0,1,2010-05-17,1,1,137
71,"2010-04-27",27,4,2010,"01:00:00",0,7,2010-04-27,1,7,117
29,"2010-05-09",9,5,2010,"03:30:00",0,99,2010-05-09,3.5,28.2857142857143,129
97,"2010-04-11",11,4,2010,"01:00:00",0,1,2010-04-11,1,1,101
429,"2010-05-24",24,5,2010,"01:00:00",0,4,2010-05-24,1,4,144
29,"2010-05-05",5,5,2010,"09:00:00",0,70,2010-05-05,9,7.77777777777778,125
159,"2010-05-05",5,5,2010,"01:00:00",0,5,2010-05-05,1,5,125
429,"2010-05-10",10,5,2010,"03:00:00",0,33,2010-05-10,3,11,130
429,"2010-05-19",19,5,2010,"01:00:00",0,3,2010-05-19,1,3,139
1,"2010-05-14",14,5,2010,"04:00:00",0,2,2010-05-14,4,0.5,134
429,"2010-05-23",23,5,2010,"01:00:00",0,1,2010-05-23,1,1,143
71,"2010-04-20",20,4,2010,"01:00:00",0,1,2010-04-20,1,1,110
429,"2010-05-01",1,5,2010,"01:00:00",0,3,2010-05-01,1,3,121
29,"2010-04-17",17,4,2010,"01:30:00",0,7,2010-04-17,1.5,4.66666666666667,107
159,"2010-04-14",14,4,2010,"01:00:00",0,3,2010-04-14,1,3,104
97,"2010-05-08",8,5,2010,"01:30:00",0,113,2010-05-08,1.5,75.3333333333333,128
429,"2010-04-10",10,4,2010,"01:00:00",0,10,2010-04-10,1,10,100
1,"2010-04-25",25,4,2010,"01:00:00",0,11,2010-04-25,1,11,115
429,"2010-04-24",24,4,2010,"03:00:00",0,46,2010-04-24,3,15.3333333333333,114
252,"2010-05-14",14,5,2010,"02:00:00",0,67,2010-05-14,2,33.5,134
429,"2010-05-15",15,5,2010,"03:00:00",0,25,2010-05-15,3,8.33333333333333,135
159,"2010-05-18",18,5,2010,"02:00:00",0,54,2010-05-18,2,27,138
97,"2010-05-23",23,5,2010,"02:00:00",0,5,2010-05-23,2,2.5,143
97,"2010-05-10",10,5,2010,"01:00:00",0,2,2010-05-10,1,2,130
252,"2010-04-25",25,4,2010,"01:00:00",0,9,2010-04-25,1,9,115
429,"2010-05-17",17,5,2010,"01:00:00",0,4,2010-05-17,1,4,137
71,"2010-05-13",13,5,2010,"01:15:00",0,13,2010-05-13,1.25,10.4,133
159,"2010-04-21",21,4,2010,"03:30:00",0,144,2010-04-21,3.5,41.1428571428571,111
1,"2010-04-19",19,4,2010,"01:00:00",0,3,2010-04-19,1,3,109
71,"2010-05-07",7,5,2010,"07:10:00",0,196,2010-05-07,7.16666666666667,27.3488372093023,127
429,"2010-04-12",12,4,2010,"02:00:00",0,8,2010-04-12,2,4,102
429,"2010-05-06",6,5,2010,"06:35:00",0,405,2010-05-06,6.58333333333333,61.5189873417722,126
71,"2010-05-11",11,5,2010,"02:40:00",0,11,2010-05-11,2.66666666666667,4.125,131
71,"2010-04-24",24,4,2010,"03:00:00",0,75,2010-04-24,3,25,114
159,"2010-05-24",24,5,2010,"00:30:00",0,15,2010-05-24,0.5,30,144
159,"2010-05-23",23,5,2010,"02:00:00",0,3,2010-05-23,2,1.5,143
159,"2010-05-19",19,5,2010,"02:00:00",0,7,2010-05-19,2,3.5,139
29,"2010-05-10",10,5,2010,"03:00:00",0,86,2010-05-10,3,28.6666666666667,130
29,"2010-05-01",1,5,2010,"03:00:00",0,89,2010-05-01,3,29.6666666666667,121
97,"2010-04-21",21,4,2010,"01:00:00",0,10,2010-04-21,1,10,111
429,"2010-05-09",9,5,2010,"06:00:00",0,256,2010-05-09,6,42.6666666666667,129
29,"2010-05-02",2,5,2010,"06:00:00",0,934,2010-05-02,6,155.666666666667,122
159,"2010-05-02",2,5,2010,"02:30:00",0,50,2010-05-02,2.5,20,122
159,"2010-05-16",16,5,2010,"01:00:00",0,1,2010-05-16,1,1,136
1,"2010-05-04",4,5,2010,"02:00:00",0,59,2010-05-04,2,29.5,124
429,"2010-04-29",29,4,2010,"03:00:00",0,6,2010-04-29,3,2,119
429,"2010-04-18",18,4,2010,"04:00:00",0,31,2010-04-18,4,7.75,108
252,"2010-05-08",8,5,2010,"02:00:00",0,188,2010-05-08,2,94,128
71,"2010-05-06",6,5,2010,"03:00:00",0,54,2010-05-06,3,18,126
1,"2010-05-23",23,5,2010,"03:30:00",0,1,2010-05-23,3.5,0.285714285714286,143
429,"2010-05-14",14,5,2010,"05:00:00",0,73,2010-05-14,5,14.6,134
29,"2010-05-22",22,5,2010,"01:00:00",0,1,2010-05-22,1,1,142
429,"2010-05-13",13,5,2010,"06:20:00",0,552,2010-05-13,6.33333333333333,87.1578947368421,133
429,"2010-04-25",25,4,2010,"04:45:00",0,125,2010-04-25,4.75,26.3157894736842,115
97,"2010-04-26",26,4,2010,"00:30:00",0,540,2010-04-26,0.5,1080,116
97,"2010-04-20",20,4,2010,"01:00:00",0,1,2010-04-20,1,1,110
1,"2010-05-02",2,5,2010,"06:00:00",0,876,2010-05-02,6,146,122
429,"2010-04-15",15,4,2010,"02:00:00",0,3,2010-04-15,2,1.5,105
252,"2010-05-06",6,5,2010,"02:00:00",0,53,2010-05-06,2,26.5,126
71,"2010-05-08",8,5,2010,"02:00:00",0,21,2010-05-08,2,10.5,128
97,"2010-04-19",19,4,2010,"01:30:00",0,11,2010-04-19,1.5,7.33333333333333,109
29,"2010-05-12",12,5,2010,"10:00:00",0,449,2010-05-12,10,44.9,132
159,"2010-05-12",12,5,2010,"04:00:00",0,433,2010-05-12,4,108.25,132
1,"2010-04-23",23,4,2010,"02:00:00",0,3,2010-04-23,2,1.5,113
159,"2010-05-20",20,5,2010,"03:30:00",0,19,2010-05-20,3.5,5.42857142857143,140
97,"2010-05-22",22,5,2010,"01:00:00",0,1,2010-05-22,1,1,142
29,"2010-04-27",27,4,2010,"01:00:00",0,25,2010-04-27,1,25,117
159,"2010-04-27",27,4,2010,"01:00:00",0,1,2010-04-27,1,1,117
71,"2010-05-09",9,5,2010,"08:30:00",0,91,2010-05-09,8.5,10.7058823529412,129
252,"2010-05-05",5,5,2010,"06:00:00",0,460,2010-05-05,6,76.6666666666667,125
71,"2010-05-05",5,5,2010,"06:00:00",0,162,2010-05-05,6,27,125
97,"2010-05-04",4,5,2010,"02:00:00",0,296,2010-05-04,2,148,124
429,"2010-04-16",16,4,2010,"03:00:00",0,33,2010-04-16,3,11,106
97,"2010-04-22",22,4,2010,"01:00:00",0,1,2010-04-22,1,1,112
159,"2010-04-20",20,4,2010,"01:00:00",0,1,2010-04-20,1,1,110
252,"2010-05-09",9,5,2010,"03:00:00",0,127,2010-05-09,3,42.3333333333333,129
429,"2011-04-21",21,4,2011,"01:00:00",0,2,2011-04-21,1,2,111
252,"2011-05-01",1,5,2011,"09:00:00",0,2531,2011-05-01,9,281.222222222222,121
159,"2011-04-29",29,4,2011,"04:30:00",0,3325,2011-04-29,4.5,738.888888888889,119
29,"2011-04-29",29,4,2011,"06:30:00",0,2518,2011-04-29,6.5,387.384615384615,119
29,"2011-05-08",8,5,2011,"02:00:00",0,3,2011-05-08,2,1.5,128
71,"2011-04-28",28,4,2011,"04:00:00",0,235,2011-04-28,4,58.75,118
429,"2011-05-04",4,5,2011,"03:00:00",0,623,2011-05-04,3,207.666666666667,124
429,"2011-05-15",15,5,2011,"02:20:00",0,35,2011-05-15,2.33333333333333,15,135
429,"2011-05-10",10,5,2011,"03:00:00",1,4,2011-05-10,3,1.66666666666667,130
71,"2011-05-01",1,5,2011,"06:40:00",0,162,2011-05-01,6.66666666666667,24.3,121
429,"2011-05-07",7,5,2011,"05:00:00",1,16,2011-05-07,5,3.4,127
159,"2011-04-12",12,4,2011,"01:00:00",0,1,2011-04-12,1,1,102
29,"2011-05-06",6,5,2011,"06:00:00",0,22,2011-05-06,6,3.66666666666667,126
29,"2011-05-05",5,5,2011,"06:00:00",2,76,2011-05-05,6,13,125
1,"2011-04-30",30,4,2011,"11:00:00",0,346,2011-04-30,11,31.4545454545455,120
1,"2011-04-25",25,4,2011,"06:10:00",0,2,2011-04-25,6.16666666666667,0.324324324324324,115
97,"2011-05-08",8,5,2011,"01:00:00",0,2,2011-05-08,1,2,128
1,"2011-04-20",20,4,2011,"02:00:00",0,15,2011-04-20,2,7.5,110
159,"2011-04-10",10,4,2011,"01:00:00",0,2,2011-04-10,1,2,100
