"Site","countdate","d","m","Year","obshours","south","north","Date","Duration","count_per_hour","yday"
159,"1995-04-28",28,4,1995,"02:30:00",0,3567,1995-04-28,2.5,1426.8,118
71,"1995-05-07",7,5,1995,"03:00:00",0,8,1995-05-07,3,2.66666666666667,127
252,"1995-05-01",1,5,1995,"03:00:00",0,119,1995-05-01,3,39.6666666666667,121
71,"1995-05-17",17,5,1995,"01:00:00",0,52,1995-05-17,1,52,137
1,"1995-05-22",22,5,1995,"04:00:00",0,25,1995-05-22,4,6.25,142
71,"1995-04-30",30,4,1995,"12:00:00",1,692,1995-04-30,12,57.75,120
71,"1995-05-21",21,5,1995,"02:00:00",0,16,1995-05-21,2,8,141
252,"1995-05-14",14,5,1995,"02:00:00",0,55,1995-05-14,2,27.5,134
1,"1995-05-03",3,5,1995,"14:30:00",0,11,1995-05-03,14.5,0.758620689655172,123
1,"1995-04-23",23,4,1995,"03:30:00",0,3,1995-04-23,3.5,0.857142857142857,113
71,"1995-04-26",26,4,1995,"06:30:00",0,280,1995-04-26,6.5,43.0769230769231,116
252,"1995-04-26",26,4,1995,"02:00:00",0,86,1995-04-26,2,43,116
71,"1995-05-09",9,5,1995,"02:00:00",0,52,1995-05-09,2,26,129
429,"1995-05-06",6,5,1995,"02:15:00",0,85,1995-05-06,2.25,37.7777777777778,126
71,"1995-05-12",12,5,1995,"01:00:00",0,7,1995-05-12,1,7,132
1,"1995-05-16",16,5,1995,"03:00:00",0,16,1995-05-16,3,5.33333333333333,136
429,"1995-04-30",30,4,1995,"11:30:00",0,2246,1995-04-30,11.5,195.304347826087,120
252,"1995-04-27",27,4,1995,"03:00:00",0,1391,1995-04-27,3,463.666666666667,117
429,"1995-05-21",21,5,1995,"07:00:00",0,120,1995-05-21,7,17.1428571428571,141
71,"1995-04-15",15,4,1995,"01:00:00",3,0,1995-04-15,1,3,105
71,"1995-04-19",19,4,1995,"01:00:00",0,4,1995-04-19,1,4,109
429,"1995-05-23",23,5,1995,"01:00:00",0,1,1995-05-23,1,1,143
159,"1995-05-03",3,5,1995,"00:30:00",0,1,1995-05-03,0.5,2,123
29,"1995-05-03",3,5,1995,"02:00:00",0,3,1995-05-03,2,1.5,123
429,"1995-05-07",7,5,1995,"03:00:00",1,7,1995-05-07,3,2.66666666666667,127
429,"1995-04-10",10,4,1995,"01:00:00",0,2,1995-04-10,1,2,100
429,"1995-05-17",17,5,1995,"05:00:00",0,108,1995-05-17,5,21.6,137
71,"1995-05-05",5,5,1995,"04:00:00",1,10,1995-05-05,4,2.75,125
429,"1995-05-01",1,5,1995,"06:00:00",0,864,1995-05-01,6,144,121
429,"1995-05-15",15,5,1995,"03:00:00",0,26,1995-05-15,3,8.66666666666667,135
429,"1995-05-02",2,5,1995,"03:00:00",2,32,1995-05-02,3,11.3333333333333,122
429,"1995-05-18",18,5,1995,"03:00:00",0,47,1995-05-18,3,15.6666666666667,138
429,"1995-05-14",14,5,1995,"09:00:00",0,392,1995-05-14,9,43.5555555555556,134
71,"1995-04-27",27,4,1995,"04:00:00",0,1348,1995-04-27,4,337,117
1,"1995-04-21",21,4,1995,"03:45:00",0,6,1995-04-21,3.75,1.6,111
429,"1995-05-12",12,5,1995,"03:00:00",0,28,1995-05-12,3,9.33333333333333,132
29,"1995-04-29",29,4,1995,"02:30:00",0,613,1995-04-29,2.5,245.2,119
71,"1995-05-06",6,5,1995,"03:00:00",0,21,1995-05-06,3,7,126
1,"1995-04-25",25,4,1995,"06:00:00",0,1,1995-04-25,6,0.166666666666667,115
429,"1995-05-09",9,5,1995,"05:30:00",0,90,1995-05-09,5.5,16.3636363636364,129
1,"1995-05-04",4,5,1995,"10:00:00",0,67,1995-05-04,10,6.7,124
429,"1995-05-13",13,5,1995,"05:00:00",0,20,1995-05-13,5,4,133
429,"1995-04-26",26,4,1995,"07:00:00",0,1583,1995-04-26,7,226.142857142857,116
71,"1996-05-21",21,5,1996,"01:00:00",1,0,1996-05-21,1,1,142
1,"1996-05-16",16,5,1996,"02:45:00",0,2,1996-05-16,2.75,0.727272727272727,137
252,"1996-04-19",19,4,1996,"01:00:00",1,0,1996-04-19,1,1,110
1,"1996-04-15",15,4,1996,"07:45:00",0,3,1996-04-15,7.75,0.387096774193548,106
71,"1996-04-21",21,4,1996,"01:00:00",0,1,1996-04-21,1,1,112
71,"1996-04-25",25,4,1996,"02:00:00",8,0,1996-04-25,2,4,116
1,"1996-05-06",6,5,1996,"06:45:00",0,13,1996-05-06,6.75,1.92592592592593,127
71,"1996-05-19",19,5,1996,"02:00:00",1,1,1996-05-19,2,1,140
429,"1996-05-08",8,5,1996,"06:00:00",0,192,1996-05-08,6,32,129
