code,ch,SEX
Y6BWWR,001101000000000,m
Y6BWWW,001000000000000,m
Y6BWWY,001001000000000,f
Y6BWYB,001000000000000,f
Y6BWYR,001101000000000,f
Y6BWYW,001000010000000,f
Y6BWYY,001011001000000,f
Y6BYBB,001000000010000,f
Y6BYBR,001011000111101,f
Y6BYBW,001010000000000,f
Y6BYBY,001000000000111,f
Y6BYRB,001100000000000,m
Y6BYRR,001010010000000,f
Y6BYRW,001010000010100,f
Y6BYRY,001101010101111,f
Y6BYWB,001000000000000,f
Y6BYWR,001000000000000,f
Y6BYWW,001111000000000,m
Y6BYWY,001000000000000,f
Y6BYYB,001000000010000,f
Y6BYYR,001111010001000,f
Y6BYYW,001100000000000,f
Y6BYYY,001000000101000,f
Y6RBBB,001000010000000,f
Y6RBBR,001001000000000,m
Y6RBBW,001000000000000,f
Y6RBBY,001000000000000,m
Y6RBRB,001000001011111,m
Y6RBRR,001000000000000,f
Y6RBRW,001000100010000,f
Y6RBWR,001001000000000,f
Y6RBWW,001110000000000,f
Y6RBWY,001010010000000,f
Y6RBYB,001010000000100,f
Y6RBYR,001100100000000,f
Y6RBYW,001100010000000,f
Y6RBYY,001100010000000,f
Y6RRBB,001111010010000,f
Y6RRBR,001101000010000,f
Y6RRBW,001100000000000,f
Y6RRBY,001000000000000,m
Y6RRRB,001000000000000,f
Y6RRRR,001100000110000,f
Y6RRRW,001111110110111,f
Y6RRRY,001000010010000,m
Y6RRWB,001010000000000,m
Y6RRWR,001000000000000,m
Y6RRWW,001000000000000,f
Y6RRWY,001000000000000,m
Y6RRYB,001011001001010,f
Y6RRYR,001000000100000,f
Y6RRYW,001001010000000,f
Y6RWBB,001000000000000,m
Y6RWBR,001101010011000,f
Y6RWBW,001110000000000,f
Y6RWBY,001100000000000,f
Y6RWRB,001101001111100,f
Y6RWRR,001001000001100,m
Y6RWRW,001111010000000,m
Y6RWRY,001000000000000,f
Y6RWWB,001000010000000,f
Y6RWWR,001100000000000,f
Y6RWWW,001100000000000,m
Y6RWWY,001000000000000,m
Y6RWYB,001101000110000,f
Y6RWYR,001000000000000,m
Y6RWYY,001100000000000,f
Y6RYBR,001100000001000,f
Y6RYBW,001111000000000,f
Y6RYBY,001100101000000,f
Y6RYRB,001111000001111,f
Y6RYRR,001111011110011,f
Y6RYRW,001000000000000,f
Y6RYRY,001010111010000,f
Y6RYWB,001111011010000,f
Y6RYWR,001000000000000,f
Y6RYWY,001000010000000,m
Y6RYYB,001111011110000,f
Y6RYYR,001010000000000,m
Y6RYYW,001110010000000,f
Y6RYYY,001100000000000,m
Y6WBBB,001001011110000,f
Y6WBBR,001100001010000,f
Y6WBBW,001000000000000,m
Y6WBBY,001000000100000,f
Y6WBRB,001000000000000,f
Y6WBRR,001110000000001,f
Y6WBRW,001111110000000,f
Y6WBRY,001001010000000,m
Y6WBWB,001000000000000,f
Y6WBWW,001000000000000,m
Y6WBWY,001000010000000,m
Y6WBYB,001010000100000,f
Y6WBYR,001111000000000,f
Y6WBYW,001000000010000,m
Y6WBYY,001000000000000,f
Y6WRBB,001011000000000,m
Y6WRBR,001000000000000,f
Y6WRBW,001100000000000,m
Y6WRBY,001101010000000,m
Y6WRRB,000000001100000,f
Y6WRRR,000000001000000,m
Y6WRRW,001000000000000,m
Y6WRRY,001000000000000,m
Y6WRWB,000000001000000,m
Y6WRWR,000000001100000,f
Y6WRWW,000000001000000,f
Y6WRWY,000000001100000,f
Y6WRYB,000000001010000,f
Y6WRYR,000000001000000,f
Y6WRYW,000000001000000,f
Y6WRYY,000000001000000,f
Y6WWBB,000000001000000,f
Y6WWBR,000000001000000,f
Y6WWBW,000000001000000,m
Y6WWBY,000000001000000,f
Y6WWRB,000000001100100,f
Y6WWRR,000000001100000,f
Y6WWRW,000000001000100,m
Y6WWRY,000000001000000,f
Y6WWWB,000000001000100,f
Y6WWWR,000000001000000,f
Y6WWWY,000000001000000,f
Y6WWYR,000000001000000,f
Y6WWYW,000000001010000,f
Y6WWYY,000000001110010,f
Y6WYBR,001100000100000,f
Y6WYBW,001101000000000,m
Y6WYBY,001100000000000,m
Y6WYRB,001000000000000,f
Y6WYRW,001000010110000,m
Y6WYRY,001000000000000,f
Y6WYWB,001110000110100,f
Y6WYWR,001100000000100,f
Y6WYWW,001101000000000,m
Y6WYWY,001111110000110,f
Y6WYYB,001010000001000,m
Y6WYYR,001111000000100,f
Y6WYYW,001000000000100,f
Y6WYYY,001010000000000,f
Y6YBBB,000000001000000,f
Y6YBBR,000000001000110,f
Y6YBBW,000000001000010,f
Y6YBBY,000000001000001,m
Y6YBRB,000000001011110,m
Y6YBRR,000000001000100,f
Y6YBRW,000000001000000,f
Y6YBRY,000000001000001,f
Y6YBWB,000000001000011,m
Y6YBWR,000000001000000,f
Y6YBWY,000000001000000,m
Y7BRBB,000100000000000,f
Y7BRBR,000100000000000,f
Y7BRBW,000100000000000,m
Y7BRBY,000100000000000,m
Y7BRRB,000100000000000,f
Y7BRRR,000100000000000,f
Y7BRRW,000100100000000,f
Y7BRRY,000100000000000,f
Y7BRWB,000100000000000,m
Y7BRWR,000100000010000,f
Y7BRWW,000100000000000,f
Y7BRWY,000110001010000,m
Y7BRYB,000100101000000,m
Y7BRYR,000100000000000,f
Y7BRYW,000100000100000,m
Y7BRYY,000101110000000,f
Y7WBBB,000100000000000,f
Y7WBBR,000100000000000,f
Y7WBBW,000100000000000,f
Y7WBBY,000100100000000,f
Y7WBRB,000100000000000,f
Y7WBRR,000110000010000,m
Y7WBRW,000101000000000,f
Y7WBRY,000100000000000,f
Y7WBWB,000100001000000,f
Y7WBWR,000100000000000,m
Y7WBWW,000100000110000,f
Y7WBWY,000100000010000,f
Y7WBYB,000100101000000,f
Y7WBYW,000100000100000,f
Y7WRBB,000100000000000,f
Y7WRBR,000101000000000,m
Y7WRBW,000100000000000,f
Y7WRBY,000100000000000,m
Y7WRRW,000110000000000,f
Y7WYWB,000101000000000,f
Y7WYWR,000100000000000,f
Y7WYWY,000100000000000,m
Y7WYYW,000110000000000,f
Y7WYYY,000100001000000,f
Y7YBRB,000100000100010,m
Y7YBRW,000100000000000,f
Y7YBRY,000100000000000,f
Y7YBWB,000110000000000,m
Y7YBWR,000100000000000,m
Y7YBWW,000100000000000,m
Y7YBWY,000110000000000,f
Y7YBYB,000100000000000,m
Y7YBYR,000110000000000,f
Y7YBYW,000100000000000,f
Y7YBYY,000111100010000,f
Y7YRBB,000110000100000,f
Y7YRBR,000100101001000,f
Y7YRBW,000100000000000,f
Y7YRBY,000110110000001,f
Y7YRRW,000100101100000,f
Y7YYYY,001000000000000,m
Y8WBWW,000100101101110,m
Y8WBYB,000100001000000,f
Y8WBYR,000100000000000,f
Y8WBYW,000100000000000,f
Y8WBYY,000100000000000,f
Y8WRBB,000101001011011,f
Y8WRBR,000100000000000,f
Y8WRBW,000100000000000,f
Y8WRBY,000100000000000,f
Y8WRRB,000100000000000,f
Y8WRRR,000100000000000,f
Y8WRRW,000100101010100,f
Y8WRRY,000100010000000,f
Y8WRWB,000101100000000,f
Y8WRWR,000100000000000,f
Y8WRWW,000100000000101,f
Y8WRWY,000100000000000,f
Y8WRYB,000100000000000,f
Y8WRYR,000100000000001,f
Y8WRYW,000100000010011,f
Y8WRYY,000100000000000,f
Y8WWBB,000100000000000,m
Y8WWBR,000100000100101,f
Y8WWBW,000100000000000,f
Y8WWBY,000100000000000,f
Y8WWRB,000100000000000,m
Y8WWRR,000100010000000,f
Y8WWRW,000100000000000,m
Y8WWRY,000100000000000,f
Y8WWWB,000100000000000,f
Y8WWWR,000100000000000,f
Y8WWWW,000100001100000,m
Y8WWWY,000110000000000,m
Y8WWYB,000100100000000,f
Y8WWYW,000100000000000,m
Y8WWYY,000100000000100,f
Y8YBBB,000100000000000,f
Y8YBBR,000100000000000,m
Y8YBBW,000100000000010,m
Y8YBBY,000100000000000,f
Y8YBRB,000100000000000,f
Y8YBRR,000100000000000,f
Y8YBRW,000100000000000,m
Y8YBRY,000100000000001,f
Y8YBWR,000101001000011,f
Y8YBWW,000101000000001,f
Y8YBWY,000110011101101,f
Y8YBYB,000100001000011,f
Y8YBYR,000100000000000,f
Y8YBYW,000110000000000,f
Y8YBYY,000100000000000,f
Y8YRBB,000111010000000,m
Y8YRBR,000100001000000,f
Y8YRBW,000100000000001,f
Y8YRBY,000100000100000,f
Y8YRRB,000100000000000,m
Y8YRRW,000100000000010,f
Y8YRWB,000100000000000,m
Y8YRWR,000100000000000,f
Y8YRWW,000100000000000,m
Y8YRWY,000100000000000,f
Y8YRYB,000100000100000,m
Y8YRYR,000110000000011,f
Y8YRYW,000100000000011,m
Y8YRYY,000100000000001,f
Y8YWBB,000100000000000,f
Y8YWBR,000100000000000,m
Y8YWBW,000100000000000,m
Y8YWBY,000100000000000,m
Y8YWRB,000100000000000,f
Y8YWRR,000100000000000,m
Y8YWRW,000100000000000,f
Y8YWRY,000100000000000,m
Y8YWWB,000100110000101,m
Y8YWWR,000100000000000,m
Y8YWWW,000111110000000,m
Y8YWYB,000100011110000,f
Y8YWYR,000110000000000,m
Y8YWYW,000100000000000,m
Y8YWYY,000100000000000,f
Y8YYBB,000100000000000,f
Y8YYBR,000100110000001,f
Y8YYBW,000101100100000,m
Y8YYBY,000100000000000,f
Y8YYRB,000100000000000,m
Y8YYRR,000100000000000,f
Y8YYRW,000100000000000,m
Y8YYRY,000100000100000,m
Y8YYWB,000100000000000,f
Y8YYWR,000100000000000,f
Y8YYWY,000100000000000,f
Y8YYYB,000100000000000,m
Y8YYYR,000100000001001,f
Y8YYYW,000100000000000,f
Y8YYYY,000100101000000,f
