code,ch,SEX
N5YYGG,000000000000010,m
N5YYGN,000000000000010,f
N5YYGP,000000000000010,m
N5YYGR,000000000000010,m
N5YYNG,000000000000010,m
N5YYNN,000000000000011,m
N5YYNP,000000000000010,m
N5YYNR,000000000000011,m
N5YYNY,000000000000010,f
N5YYPG,000000000000010,f
N5YYPN,000000000000010,f
N5YYPP,000000000000010,f
N5YYPR,000000000000010,f
N5YYPY,000000000000010,m
N5YYRG,000000000000010,m
N5YYRN,000000000000011,m
N5YYRP,000000000000010,f
N5YYRR,000000000000010,f
N5YYYG,000000000000011,m
N5YYYN,000000000000011,m
N5YYYP,000000000000010,f
N5YYYR,000000000000010,f
N5YYYY,000000000000010,f
N6PPYY,000000000000010,m
R1BBBB,000010000110100,f
R1BBBR,000010000000000,f
R1BBBW,000010000000000,f
R1BBBY,000010100000000,f
R1BBRW,000010000000000,f
R1BBRY,000010000000000,f
R1BBWB,000010000000000,f
R1BBWR,000011000000000,f
R1BBYB,000010000000000,f
R1BBYR,000010000000000,m
R1BBYW,000010000000000,f
R1BBYY,000011010100011,m
R1BRBR,000000010000000,m
R1RBBB,000010001000000,m
R1RBBR,000011000000100,f
R1RBBW,000011000000000,f
R1RBBY,000011000110011,f
R1RBRR,000011011111110,f
R1RBRW,000010000000000,m
R1RBRY,000010001000000,f
R1RBWB,000011000000000,m
R1RBWR,000010100000000,f
R1RBWW,000010000010000,f
R1RBWY,000011110000000,f
R1RBYB,000010000000000,m
R1RBYR,000010000000000,m
R1RBYW,000010010000000,f
R1RBYY,000011000000000,f
R1RRBW,000010000000000,m
R1RRBY,000010001000000,f
R1RRRB,000010010110010,f
R1RRRW,000010011111101,m
R1RRRY,000011010000000,m
R1RRWB,000010001010000,f
R1RRWR,000010001110110,f
R1RRWW,000010000000000,f
R1RRWY,000011000000000,m
R1RRYB,000010000000000,m
R1RRYR,000010000000000,m
R1RRYW,000010000000010,f
R1RRYY,000011001010000,f
R1RWBB,000011000000000,f
R1RWBW,000011000100010,m
R1RWBY,000011000000000,f
R1RWRB,000010010000000,f
R1RWRR,000011000100000,f
R1RWRW,000011000000000,f
R1RWRY,000010000001000,f
R1RWWB,000010000000000,f
R1RWWW,000010000010000,f
R1RWWY,000010000000000,m
R1RWYB,000011000100000,f
R1RWYW,000010010000000,f
R1RWYY,000010010000000,m
R1RYBR,000010010000100,f
R1RYBW,000010000000010,f
R1RYBY,000010110010001,f
R1RYRB,000010010100000,m
R1RYRR,000010110000000,f
R1RYRW,000011000000000,f
R1RYRY,000011011110000,m
R1RYWR,000010011100111,m
R1RYWW,000010010110001,f
R1RYWY,000011000100000,f
R1RYYB,000010010000000,f
R1RYYR,000010000000000,f
R1RYYW,000011000000000,m
R1RYYY,000011110110000,f
R1WBBB,000011011000000,f
R1WBBR,000010000000000,f
R1WBBW,000010000010000,f
R1WBBY,000010000000001,f
R1WBRB,000011000000000,f
R1WBRR,000010000000000,f
R1WBRW,000010010000000,m
R1WBRY,000010000000000,m
R1WBWB,000011000000000,f
R1WBWR,000010000000000,f
R1WBWW,000010000000000,f
R1WBWY,000010000000000,m
R1WBYB,000011000000000,m
R1WBYR,000011010000000,m
R1WBYW,000011100000000,m
R1WBYY,000010000000000,f
R1WRBR,000010000100000,f
R1WRBY,000010000000000,f
R1WRRB,000011000000000,m
R1WRRR,000010000000010,m
R1WRRW,000011010000000,f
R1WRRY,000011011000111,f
R1WRWB,000010000000010,m
R1WRWR,000010000011000,m
R1WRWW,000010000000000,m
R1WRWY,000010000000000,m
R1WRYB,000011000000000,f
R1WRYR,000010000110000,f
R1WRYW,000010000000000,f
R1WRYY,000011000000100,m
R1WWBB,000011010111000,f
R1WWBR,000010010000000,f
R1WWBW,000010000000000,f
R1WWBY,000010000000000,m
R1WWRB,000010000000000,f
R1WWRR,000010000000100,f
R1WWRW,000010000000000,m
R1WWRY,000011000000000,f
R1WWWB,000010000000000,m
R1WWWR,000010000001000,f
R1WWWW,000010000000000,m
R1WWWY,000010010000000,f
R1WWYB,000010000000000,f
R1WWYR,000011000000000,m
R1WWYW,000010000000100,f
R1WWYY,000010000000000,f
R1WYBB,000010010010000,m
R1WYBR,000010000000000,f
R1WYBY,000011000000000,f
R1WYRB,000011010000000,m
R1WYRR,000010000000001,f
R1WYRW,000011011110111,f
R1WYRY,000011010100000,f
R1WYWB,000010000000000,m
R1WYWR,000010000000000,f
R1WYWW,000010000000000,f
R1WYYB,000011010000000,f
R1WYYR,000011001100000,m
R1WYYW,000011110111101,m
R1YBBB,000010010000000,f
R1YBBR,000010000000000,f
R1YBBW,000010000000000,m
R1YBRB,000011000000000,m
R1YBRR,000010000100000,f
R1YBRW,000011010001000,m
R1YBRY,000011000100100,m
R1YBWR,000010000000000,f
R1YBWW,000011000001110,f
R1YBWY,000010000000000,f
R1YBYW,000011011000000,f
R1YBYY,000010010010000,f
R1YRBB,000011100000000,m
R1YRBR,000010000000000,f
R1YRBW,000010000000000,m
R1YRBY,000011110100000,m
R1YRRB,000010011100010,f
R1YRRR,000011010000000,f
R1YRRY,000011000000000,f
R1YRWB,000010001001110,m
R1YRWR,000011110110000,m
R1YRWW,000010000000000,f
R1YRWY,000010000000000,f
R1YRYB,000010100000001,m
R1YRYR,000010000001000,m
R1YRYW,000010000000000,f
R1YRYY,000011011110000,f
R1YWBB,000011111100011,m
R1YWBR,000011000000000,f
R1YWBW,000011000000001,f
R1YWBY,000011000000000,m
R1YWRB,000010000000100,m
R1YWRR,000010000000000,m
R1YWRW,000010010000001,f
R1YWRY,000010001100101,f
R1YWWB,000011000000000,m
R1YWWR,000011000000010,m
R1YWWW,000010111000000,f
R1YWWY,000011110110111,m
R1YWYB,000011100000000,f
R1YWYR,000010000000000,f
R1YWYW,000010010100000,m
R1YWYY,000011010010001,f
R1YYBB,000010010010111,m
R1YYBR,000010010100000,f
R1YYBW,000011001010000,f
R1YYBY,000010110011000,m
R1YYRB,000011011000100,m
R1YYRR,000010010000010,f
R1YYRW,000010001100000,f
R1YYRY,000010010100000,f
R1YYWB,000010000000000,f
R1YYWY,000010100000000,m
R1YYYB,000011001000000,f
R1YYYR,000011011111011,f
R1YYYW,000010000000100,m
R1YYYY,000010000000000,f
R2BRBW,000000011010000,f
R2BRWB,000000011100000,f
R2BRWR,000000010010000,f
R2BRWW,000000011000000,m
R2BRWY,000000010000000,m
R2BRYW,000000011100000,f
R2BWBB,000000010010000,f
R2BWBR,000000010000000,f
R2BWBW,000000010000000,f
R2BWBY,000000010001110,f
R2WBBR,000000010000000,f
R2WBBW,000000011100000,f
R2WBRB,000000011010111,f
R2WBRR,000000010000000,f
R2WBRW,000000010000000,f
R2WBRY,000000011100011,m
R2WBWB,000000010000000,m
R2WBWR,000000010000000,m
R2WBWW,000000010100000,f
R2WBWY,000000010000100,m
R2WBYB,000000010000000,m
R2WBYR,000000010100000,f
R2WBYW,000000010000000,m
R2WBYY,000000010000000,m
R2WRBB,000000010000000,f
R2WRBR,000000010000000,f
R2WRBW,000000010000000,m
R2WRBY,000000010000000,m
R2WRWB,000000010100001,m
R2WRWR,000000010000000,m
R2WRWW,000000010000100,m
R2WRWY,000000010110000,m
R2WWWR,000000010000000,m
R2WWWW,000000011000000,m
R2WWYB,000000010000000,f
R2WWYR,000000010000000,m
R2WWYW,000000011001100,f
R2WYWB,000000011000000,f
R2WYWR,000000010000100,f
R2WYWW,000000010000000,f
R2WYWY,000000010000100,m
R2WYYB,000000010000000,m
R2WYYR,000000010000000,m
R2WYYW,000000010001000,m
R2WYYY,000000010000000,f
R2YBRB,000000010000000,f
R2YBRR,000000010000000,m
R2YBRW,000000010000000,m
R2YBRY,000000010000000,m
R2YBWB,000000010010000,f
R2YBWR,000000010100000,f
R2YBWW,000000010100000,m
R2YBWY,000000010000000,f
R2YBYB,000000010000000,f
R2YBYR,000000010010000,m
R2YBYW,000000010000000,f
R2YBYY,000000010000011,m
R2YRBR,000000010000000,m
R2YRBW,000000011001101,f
R2YRBY,000000010000000,f
R2YRRR,000000010000000,m
R2YRRW,000000010000000,f
R2YRRY,000000010000001,f
R2YRWB,000000010000000,m
R2YRWR,000000010000000,f
R2YRWW,000000010000011,m
R2YRWY,000000011100001,m
R2YRYB,000000011000000,f
R2YRYR,000000010000000,f
R2YRYW,000000010010100,m
R2YWBB,000000010001100,f
R2YWBY,000000010000000,m
R2YWRB,000000010000010,f
R2YWRR,000000010000000,f
R2YWRW,000000010000000,m
R2YWRY,000000011000000,f
R2YWWB,000000010100000,f
R2YWWR,000000010010000,m
R2YWWW,000000010000100,m
R2YWWY,000000010011010,m
R2YWYB,000000010000000,m
R2YWYR,000000010111100,m
R2YWYW,000000011100010,m
R2YWYY,000000010101100,f
R2YYBR,000000011101000,f
R3BBBB,000000010000100,m
R3BBBR,000000010000000,m
R3BBBW,000000010000000,m
R3BBRB,000000010000000,m
R3BBRR,000000010000000,m
R3BBRY,000000011001110,f
R3BBWB,000000010000001,f
R3BBWW,000000010001000,f
R3BBWY,000000010101110,f
R3BBYB,000000010000001,f
R3BBYR,000000010100000,f
R3BBYW,000000010000100,f
R3BBYY,000000010100000,m
R3BRBB,000000010001000,f
R3BRBR,000000011111110,m
R3BRBW,000000011000100,m
R3BRBY,000000010000000,m
R3BRRB,000000010100000,f
R3BRRR,000000010101010,m
R3BRRW,000000010000000,m
R3BRRY,000000010000000,f
R3BRWB,000000011001000,f
R3BRWR,000000010000000,f
R3BRWW,000000011000000,m
R3BRWY,000000010000000,f
R3BRYB,000000010101010,m
R3BRYR,000000010000000,f
R3BRYY,000000011101000,f
R3BWBB,000000000100000,f
R3BWBR,000000000100110,m
R3BWBW,000000000100000,f
R3BWBY,000000000100000,f
R3BWRB,000000000100000,f
R3BWRW,000000000100000,f
R3BWRY,000000000100000,f
R3BYYW,000000010010000,f
R3BYYY,000000010011100,f
R3RBBB,000001010100101,m
R3RBBR,000001010010000,f
R3RBBW,000001010010000,m
R3RBBY,000001000000000,m
R3RBRW,000001000000000,f
R3RBRY,000001101100101,f
R3RBWB,000001010100100,f
R3RBWR,000001000000100,f
R3RBWW,000001000000000,f
R3RBWY,000001000100010,f
R3RBYR,000001000000000,f
R3RBYW,000001010000000,m
R3RBYY,000001000000000,f
R3RRBB,000001010100010,f
R3RRBW,000001001000000,f
R3RRRB,000001000000000,f
R3RRRW,000001111110111,f
R3RRRY,000001001110100,f
R3RRWB,000001000101000,f
R3RRWR,000001000000000,f
R3RRWY,000001010000000,m
R3RRYB,000001000000000,f
R3RRYR,000001010100000,m
R3RRYW,000001011110111,m
R3RRYY,000001110011000,m
R3RWBB,000000010010001,m
R3RWBR,000000010011100,m
R3RWBW,000000010001000,f
R3RWBY,000000011011101,m
R3RWRB,000000010000000,f
R3RWRR,000000011000000,m
R3RWRW,000000010000000,m
R3RWRY,000000010101100,m
R3RWWB,000000010000011,f
R3RWWR,000000010000000,m
R3RWWW,000000010111111,f
R3RWWY,000000010000000,f
R3RWYB,000000010000000,m
R3RWYR,000000010000000,m
R3RWYW,000000010000000,f
R3RWYY,000000010000000,m
R3RYBB,000000010000000,f
R3RYBR,000000010011110,f
R3RYBW,000000010000000,f
R3RYBY,000000010001000,m
R3RYRB,000001110111111,m
R3RYRR,000001011011000,f
R3RYRW,000001000010000,m
R3RYWB,000001010000000,f
R3RYWR,000001000000000,m
R3RYWW,000001010000001,f
R3RYYB,000001110001000,f
R3RYYR,000001000000001,f
R3RYYW,000001000000001,m
R3WBBB,000001110010001,f
R3WBBR,000001000100000,m
R3WBBW,000001100000000,m
R3WBBY,000001000000000,m
R3WBRW,000001010110100,f
R3WBRY,000001010111011,f
R3WBWB,000001110100011,f
R3WBWR,000001010100000,f
R3WBWW,000001010000010,f
R3WBWY,000001000000000,f
R3WBYB,000001010000000,m
R3WBYR,000001010000001,f
R3WBYW,000001000000000,m
R3WBYY,000001011100000,f
R3WRBB,000001000000000,f
R3WRBR,000001000000000,m
R3WRBW,000001010001111,f
R3WRBY,000001000000000,m
R3WRRB,000001000000000,f
R3WRRR,000001010000010,m
R3WRRW,000001000011001,f
R3WRRY,000001000001000,f
R3WRWB,000001010100000,f
R3WRWR,000001010010000,f
R3WRWW,000001010000000,m
R3WRWY,000001011010011,f
R3WRYR,000001000000000,f
R3WRYW,000001000100000,f
R3WRYY,000001000100000,f
R3WWBB,000001101111110,f
R3WWBW,000001010110000,m
R3WWRB,000001000000000,f
R3WWRW,000001010000000,f
R3WWRY,000001010000000,m
R3WWWB,000001000011101,f
R3WWWR,000001000000010,m
R3WWWW,000001000000000,m
R3WWYB,000001010000000,f
R3WWYW,000001011001000,f
R3WWYY,000001011111100,f
R3WYBB,000001000100010,f
R3WYBW,000001000000000,m
R3WYBY,000001000000000,m
R3WYRR,000001000000000,m
R3WYWB,000001010000000,f
R3WYWR,000001010001000,f
R3WYWW,000001000100000,m
R3WYWY,000001010111000,f
R3WYYB,000001011111100,f
R3WYYW,000001010000000,f
R3YBBB,000001010001010,f
R3YBBR,000001000000000,m
R3YBBY,000001000000000,f
R3YBRB,000001000000000,f
R3YBRR,000001010000000,m
R3YBRW,000001010010000,m
R3YBRY,000001010001101,m
R3YBWB,000001001000001,f
R3YBWR,000001010000000,m
R3YBWW,000001001110000,f
R3YBWY,000001110100101,f
R3YBYB,000001011100110,f
R3YBYR,000001010000000,m
R3YBYW,000001010011101,m
R3YBYY,000001011110011,f
R3YRBB,000001000000001,f
R3YRBR,000001010010011,f
R3YRBW,000001110110010,f
R3YRBY,000001011010000,f
R3YRRB,000001000010000,m
R3YRRR,000001000010000,m
R3YRRW,000001010101000,f
R3YRRY,000001001111000,f
R3YRWB,000001000100000,m
R3YRWR,000001011000000,f
R3YRWW,000001110000000,f
R3YRWY,000001010010000,f
R3YRYB,000001010001000,f
R3YRYR,000001001100000,f
R3YRYW,000001000000000,m
R3YRYY,000001000000100,m
R3YWBB,000001011000001,f
R3YWBR,000001000000000,m
R3YWBW,000001000000000,m
R3YWBY,000001000000000,f
R3YWRB,000001011000000,f
R3YWRR,000001000000000,m
R3YWRW,000001011101000,f
R3YWRY,000001000000000,f
R3YWWB,000001010000010,f
R3YWWR,000001011001111,f
R3YWWW,000001000000000,m
R3YWWY,000001010110000,f
R3YWYB,000001000110111,f
R3YWYR,000001000010001,f
R3YWYW,000001010000000,f
R3YWYY,000001000000000,f
R3YYBB,000001010110010,m
R3YYBW,000001011000000,f
R3YYBY,000001010000000,f
R3YYWB,000001010000000,f
R3YYWR,000001011010001,f
R3YYWW,000001010000000,f
R3YYWY,000001011111001,m
R3YYYB,000001110100000,f
R3YYYR,000001010100011,f
R3YYYW,000001110100000,f
R3YYYY,000001011100010,f
R4BBBB,000000001000000,f
R4BBBR,000000001000000,f
R4BBBW,000000001000001,f
R4BBBY,000000001000000,f
R4BRBB,000000010000000,f
R4BRBR,000000010000000,f
R4BRBW,000000011110010,f
R4BRBY,000000010101000,m
R4BRRB,000000010000000,f
R4BRRW,000000010000000,f
R4BRRY,000000011000000,f
R4BRWB,000000010000000,m
R4BRWR,000000010000000,m
R4BRWW,000000010000000,m
R4BRWY,000000010001000,m
R4BRYW,000000010000000,m
R4BYYW,000000001100000,f
R4BYYY,000000001000000,m
R4WRRB,000000001110100,f
R4WRRR,000000001000000,m
R4WRWB,000000001000000,f
R4WRWR,000000001000100,m
R4WRWW,000000001000000,m
R4WRWY,000000001000000,f
R4WRYB,000000001000000,m
R4WRYR,000000001100100,m
R4WRYW,000000001000000,f
R4WRYY,000000001000000,f
R4WWBR,000000001010000,f
R4WWBY,000000001001000,m
R4WWRB,000000001000000,f
R4WWRR,000000001000010,m
R4WWRW,000000001000000,f
R4WWRY,000000001010001,m
R4WWWB,000000001100000,m
R4WWWR,000000001000000,f
R4WWWW,000000001110000,f
R4WWWY,000000001000000,f
R4YWBB,000000010000000,m
R4YWRR,000000010000000,m
R4YWRW,000000010100000,f
R4YWRY,000000011001000,m
R4YWWB,000000010000000,m
R4YWWR,000000010000000,m
R4YWWW,000000010011100,f
R4YWWY,000000010000000,f
R4YWYB,000000010000000,m
R4YWYR,000000010000000,f
R4YWYW,000000011000000,m
R4YWYY,000000010000000,m
R4YYBB,000000010101000,f
R4YYBR,000000010000100,f
R4YYBW,000000010000000,f
R4YYBY,000000010000000,m
R4YYRB,000000010000000,m
R4YYRW,000000010000000,m
R4YYRY,000000011110010,f
R5BBBB,000000010000000,m
R5BBBR,000000011100011,m
R5BBBW,000000010010010,m
R5BBBY,000000010000100,f
R5BBRB,000000011000000,m
R5BBRR,000000010000000,m
R5BBRW,000000010101000,f
R5BBRY,000000010110000,f
R5BBWB,000000010110000,f
R5BBWR,000000010010000,f
R5BBWW,000000010100000,m
R5BBWY,000000010000000,f
R5BBYB,000000010001000,f
R5BBYR,000000010111000,m
R5BBYW,000000011011000,m
R5BBYY,000000010000000,m
R5BRBB,000000100000000,m
R5BRBR,000000100001000,m
R5BRBW,000000111000000,f
R5BRBY,000000101011000,f
R5BRRB,000000111000000,f
R5BRRR,000000100110000,f
R5BRRW,000000100000000,f
R5BRRY,000000111100000,m
R5BRWB,000000101101000,m
R5BRWR,000000100010100,f
R5BRWW,000000100000000,f
R5BRYB,000000101110000,f
R5BRYR,000000100001000,f
R5BRYW,000000110111110,f
R5BRYY,000000100000000,m
R5BWBB,000000110000000,f
R5BWBR,000000100111101,f
R5BWBW,000000100000000,f
R5BWBY,000000100000001,f
R5BWRB,000000100010000,f
R5BWRR,000000100000000,m
R5BWRW,000000100100000,f
R5BWRY,000000100000000,f
R5BWWB,000000100000000,m
R5BWWR,000000101111110,f
R5BWWW,000000101100000,f
R5BWWY,000000101110000,f
R5BWYB,000000100000000,f
R5BWYR,000000101000000,f
R5BWYW,000000100100000,f
R5BWYY,000000100100000,f
R5BYBB,000000111110000,f
R5BYBR,000000100011100,f
R5BYBW,000000110000000,f
R5BYBY,000000100000000,m
R5BYRB,000000101000000,m
R5BYRR,000000100000000,f
R5BYRW,000000110100100,f
R5BYRY,000000100111010,f
R5BYWB,000000101000000,f
R5BYWR,000000110000000,f
R5BYWW,000000100000000,m
R5BYWY,000000100110000,f
R5BYYB,000000100000000,m
R5BYYR,000000100010000,f
R5BYYW,000000011000000,f
R5BYYY,000000011100100,f
R5RBBB,000000010000000,m
R5RBBW,000000011100000,f
R5RBBY,000000011010000,f
R5RBRB,000000010100000,f
R5RBRR,000000010000000,m
R5RBRW,000000010000110,f
R5RBWB,000000011000000,m
R5RBWR,000000001100101,f
R5RBWW,000000001000000,f
R5RBWY,000000011000000,f
R5RBYB,000000001011110,f
R5RBYR,000000001000001,m
R5RBYW,000000001000101,f
R5RBYY,000000001000100,m
R5RRBB,000000001000000,m
R5RRBR,000000001000100,f
R5RRBW,000000001100000,f
R5RRBY,000000001000000,m
R5RRRB,000000001011010,f
R5RRRW,000000001000000,f
R5RRRY,000000001001100,f
R5RRWB,000000001000000,f
R5RRWR,000000001001000,m
R5RRWW,000000001000000,f
R5RRWY,000000001010000,f
R5RRYB,000000001000100,f
R5RRYR,000000001110000,f
R5RRYW,000000001100100,f
R5RRYY,000000001111100,f
R5RWBB,000000010000000,f
R5RWBR,000000010000000,m
R5RWBW,000000010011100,f
R5RWBY,000000010100000,f
R5RWRR,000000010000000,m
R5RWRW,000000010000000,f
R5RWRY,000000010000000,f
R5RWWB,000000010000000,f
R5RWWR,000000010000000,m
R5RWWW,000000010100000,m
R5RWWY,000000011000000,m
R5RWYB,000000010000000,m
R5RWYR,000000010000000,m
R5RWYW,000000010000000,f
R5RWYY,000000010000000,m
R5RYBB,000000010100000,m
R5RYBR,000000011100000,m
R5RYBW,000000010000000,f
R5RYBY,000000010000111,f
R5RYRB,000000010110111,m
R5RYRR,000000011110000,m
R5RYRW,000000010000000,f
R5RYRY,000000010110000,f
R5RYWB,000000010000000,m
R5RYWR,000000011000000,f
R5RYWW,000000010000000,f
R5RYYB,000000011110000,m
R5RYYR,000000010000000,m
R5RYYW,000000011000000,f
R5RYYY,000000010100000,f
R5WRRB,000000011100000,m
R5WRRR,000000011100000,m
R5WRWB,000000011100010,f
R5WRWR,000000010001000,m
R5WRWW,000000010000000,m
R5WRWY,000000010000000,m
R5WRYB,000000010010000,f
R5WRYR,000000010110000,m
R5WRYW,000000010011100,m
R5WWBB,000000010000001,m
R5WWBR,000000010000100,f
R5WWBW,000000011011111,f
R5WWBY,000000010110100,f
R5WWRW,000000011100100,f
R5WYBB,000000001010000,f
R5WYBR,000000001101000,f
R5WYBW,000000001110000,f
R5WYBY,000000001110000,f
R5WYRB,000000001010000,m
R5WYRR,000000001101000,f
R5WYRW,000000001110000,f
R5WYRY,000000001111110,f
R5WYWB,000000001000000,f
R5WYWY,000000001100000,f
R5YWRB,000000001000000,m
R5YWRW,000000001000100,m
R5YWRY,000000001000000,m
R5YWWB,000000001000001,f
R5YWWR,000000001000000,f
R5YWWW,000000001000000,m
R5YWWY,000000001000000,f
R5YWYB,000000001000000,m
R5YWYR,000000001010100,m
R5YWYW,000000001000100,f
R5YWYY,000000001000000,f
R5YYBB,000000001100100,f
R5YYBR,000000001000000,m
R5YYBW,000000001010000,f
R5YYBY,000000001111101,f
R5YYRB,000000001100000,m
R5YYRW,000000001000000,m
R5YYRY,000000001110100,f
R6BBBB,000000011000000,m
R6BBBR,000000011100000,m
R6BBBW,000000011000010,m
R6BBBY,000000010000000,f
R6BBRB,000000010010110,m
R6BBRR,000000011000000,m
R6BBRW,000000010000000,m
R6BBRY,000000010000000,f
R6BBWB,000000010000000,m
R6BBWR,000000010110000,m
R6BBWW,000000010111010,f
R6BBWY,000000010110000,f
R6BBYB,000000010100000,f
R6BBYR,000000010110100,f
R6BBYW,000000010100010,m
R6BBYY,000000011111111,f
R6BRBR,000000010000100,m
R6BRBW,000000010100000,f
R6BRBY,000000010000000,m
R6BRRB,000000010000000,f
R6BRRR,000000010000000,m
R6BRRW,000000010000000,f
R6BRRY,000000011000101,f
R6BRWB,000000010000001,m
R6BRWR,000000010010000,f
R6BRWW,000000010000000,m
R6BRWY,000000010000000,m
R6BRYB,000000011000000,f
R6BRYR,000000011111100,m
R6BRYW,000000010100000,m
R6BRYY,000000010101110,f
R6BWBB,000000010000000,m
R6BWBR,000000011110000,f
R6BWBY,000000010001010,m
R6BWRB,000000011101000,m
R6BWRR,000000011000000,f
R6BWWB,000000011100001,m
R6BWWR,000000010010010,f
R6BWWW,000000011111110,m
R6BWWY,000000011110111,m
R6BWYB,000000010000000,f
R6BWYR,000000011111000,m
R6BWYW,000000010000000,m
R6BWYY,000000010100000,m
R6BYBB,000000010100100,m
R6BYBR,000000010010000,f
R6BYBY,000000010110100,m
R6BYRB,000000011111110,f
R6BYRW,000000010000010,f
R6BYRY,000000010100000,m
R6BYWB,000000010100000,f
R6BYWR,000000010111010,f
R6BYWW,000000011100000,m
R6BYYB,000000010001101,m
R6BYYR,000000010011000,f
R6BYYW,000000010000000,m
R6BYYY,000000011011110,m
R6RBBB,000000011000100,m
R6RBBR,000000010111000,m
R6RBBW,000000011100000,f
R6RBBY,000000011100000,m
R6RBRB,000000010010100,m
R6RBRR,000000010110000,f
R6RBRW,000000010000100,m
R6RBRY,000000010100000,m
R6RBWB,000000010000000,m
R6RBWR,000000000100100,f
R6RBWW,000000000100001,f
R6RBWY,000000010111100,m
R6RBYB,000000000100000,f
R6RBYR,000000000101100,m
R6RBYW,000000000100001,f
R6RBYY,000000000100000,f
R6RRBB,000000000110000,m
R6RRBR,000000000101111,f
R6RRBW,000000000100100,m
R6RRBY,000000000100000,f
R6RRRB,000000000110101,f
R6RRRR,000000000110000,f
R6RRRW,000000000100100,f
R6RRRY,000000000110000,f
R6RRWB,000000000100000,f
R6RRWR,000000000110010,m
R6RRWW,000000000100000,f
R6RRWY,000000000100000,m
R6RRYB,000000000100000,f
R6RRYR,000000000111000,f
R6RWBB,000000010000000,f
R6RWBR,000000010000100,m
R6RWBW,000000010100000,f
R6RWBY,000000011000000,m
R6RWRB,000000010000000,f
R6RWRR,000000011110000,m
R6RWRW,000000010000000,f
R6RWRY,000000010011110,f
R6RWWB,000000011000000,m
R6RWWR,000000010000100,f
R6RWWW,000000010000000,m
R6RWWY,000000011111100,f
R6RWYB,000000010000000,m
R6RWYR,000000011100000,f
R6RWYW,000000011110110,m
R6RWYY,000000011000101,m
R6RYBB,000000010000000,m
R6RYBR,000000010010100,f
R6RYBW,000000010000000,m
R6RYBY,000000010000000,f
R6RYRR,000000010011000,m
R6RYRW,000000011000000,f
R6RYRY,000000011001000,m
R6RYWB,000000010000001,m
R6RYWR,000000010100000,m
R6RYWW,000000011110000,f
R6RYWY,000000011001101,m
R6RYYB,000000010010000,m
R6RYYR,000000011100100,f
R6RYYW,000000010000000,m
R6RYYY,000000010111000,m
R6WBBB,000000010000000,f
R6WBBR,000000010000100,f
R6WBBW,000000010100010,f
R6WBBY,000000010000000,m
R6WYWB,000000010100100,m
R6WYWR,000000010000000,m
R6WYWW,000000010000000,m
R6WYWY,000000010100000,f
R6WYYB,000000010000000,f
R6WYYR,000000010010000,f
R6WYYW,000000010000000,m
R6WYYY,000000010000101,m
R6YBBB,000000100011100,f
R6YBBY,000000100001000,m
R6YBRR,000000101110000,f
R6YBRW,000000100000000,f
R6YBRY,000000101110000,f
R6YBWB,000000100000000,f
R6YBWR,000000100111101,f
R6YBWW,000000100011100,f
R6YBWY,000000100001100,f
R6YBYB,000000100000000,f
R6YBYW,000000100000000,m
R6YRBB,000000101000000,m
R6YRBR,000000100100100,f
R6YRBW,000000101111101,f
R6YRRB,000000100000000,f
R6YRRR,000000101111111,f
R6YRRW,000000100000000,m
R6YRRY,000000110000000,f
R6YRWB,000000101001000,f
R6YRWR,000000100000000,f
R6YRWW,000000100000000,m
R6YRWY,000000100000000,f
R6YRYB,000000100010000,f
R6YRYR,000000100010001,f
R6YRYY,000000101011100,f
R6YWBB,000000101000000,f
R6YWBR,000000100100000,f
R6YWBW,000000100000000,m
R6YWBY,000000100000000,m
R6YWRB,000000100000000,f
R6YWRR,000000100010000,f
R6YWRW,000000100000100,m
R6YWRY,000000100000000,m
R6YWWB,000000100000000,m
R6YWWR,000000100100000,f
R6YWWW,000000101110000,f
R6YWWY,000000111000000,f
R6YWYB,000000100000000,f
R6YWYR,000000110111000,m
R6YWYW,000000110100000,f
R6YWYY,000000100011000,f
R6YYBB,000000100000000,m
R6YYBR,000000100111111,f
R6YYBW,000000100000000,m
R6YYBY,000000111000000,m
R6YYRB,000000100000000,m
R6YYRR,000000100111000,f
R6YYRW,000000100011111,m
R6YYRY,000000100000000,m
R6YYWB,000000101000100,f
R6YYWR,000000111111000,m
R6YYWW,000000101110000,f
R6YYWY,000000101111000,m
R6YYYB,000000100000000,f
R6YYYR,000000100100000,f
R6YYYW,000000100001100,m
R7BBBB,000000001110000,m
R7BBBR,000000001000000,f
R7BBBW,000000001010000,f
R7BBBY,000000001100000,m
R7BBRB,000000001110000,f
R7BBRW,000000001000000,f
R7BBRY,000000001000000,f
R7BBWB,000000001000000,m
R7BBWR,000000001100000,m
R7BBWW,000000001010000,f
R7BBWY,000000001100000,f
R7BBYB,000000001110100,f
R7BBYR,000000001000000,f
R7BBYW,000000001010000,f
R7BBYY,000000001111111,f
R7BRBB,000000001000000,f
R7BRBR,000000001010000,m
R7BRBW,000000001100100,m
R7BRBY,000000001111111,f
R7BRRB,000000001000000,m
R7BRRR,000000001110000,f
R7BRRW,000000001000000,f
R7BRRY,000000001110000,f
R7BRWB,000000001011000,m
R7BRWR,000000001000000,f
R7BRWW,000000001001000,f
R7BRWY,000000001001100,m
R7BRYB,000000001000000,m
R7BRYR,000000001000100,f
R7BRYW,000000001110011,f
R7BRYY,000000001011111,f
R7BWBB,000000001000000,f
R7BWBR,000000001110000,f
